Tabel,Dataset,Jumlah Data,MAE GA,MAE GACO,Selisih MAE (GA - GACO),Persentase Penurunan MAE (%),Median AE GA,Median AE GACO,Standar Deviasi AE GA,Standar Deviasi AE GACO,Jumlah Proyek GACO Lebih Baik,Jumlah Proyek GA Lebih Baik,Jumlah Proyek Sama,Statistik Wilcoxon,p-value,Keputusan,Kesimpulan,Arah Perbandingan MAE
Tabel 4.2,Maxwell,62,5734.157892240322,1354.344754883871,4379.813137356451,76.3811045957311,4414.69404,938.73767685,6121.497835471129,1424.1641054095405,62,0,0,0.0,7.577765262336002e-12,H0 ditolak,Terdapat perbedaan signifikan,GACO memiliki MAE lebih rendah dibandingkan GA
